SOURCE CODE	SPECIATION	ISOLATE	ISOLATION SOURCE	LOCATION	SPECIFIC LOCATION	VNCO	TEIC	AMPI	DOXY	ERTH	NTRO	GENT	LNZD	LVFL	QUIN	STEP	TGC		Resistance count
FC	Enterococcus hirae	0528I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0530J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	R	S	I	S	S		3
FC	Enterococcus hirae	0530K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0533J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0535I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0535J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0535K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0536I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0537I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0538I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0538J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0538K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0541A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0543A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0546A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	I	S	I	S	S		0
FC	Enterococcus hirae	0546C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	R	R	I	S	S	I	S	S	S	S		2
FC	Enterococcus hirae	0548C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0549C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0553A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0553C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0558A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	I	S	I	S	S		1
FC	Enterococcus hirae	0544I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0544J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0544K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0545I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0545K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0551I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	R	S			2
FC	Enterococcus hirae	0553I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S			2
FC	Enterococcus hirae	0553J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	S	S	S	S	I	S			1
FC	Enterococcus hirae	0556J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0558K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0560C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0562A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0562B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0565C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0566C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0568A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	R	S	S		2
FC	Enterococcus hirae	0569A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0571C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0573C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	I	S	S	S		1
FC	Enterococcus hirae	0574C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0576C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0577A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	I	S	S	S	S	I	S	S		0
FC	Enterococcus hirae	0577B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0577C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0578A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0578B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0578C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0563K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	S	S	S	S	S		3
FC	Enterococcus hirae	0564K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0567K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	I	S	I	S	R		2
FC	Enterococcus hirae	0569I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	I	S	I	S	S		2
FC	Enterococcus hirae	0571J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0572J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0572K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0573I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0576K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	R	S	R	S	S		4
FC	Enterococcus hirae	0577I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0577J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0579A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0581C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0582B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	I	S	I	S	S	S	S		1
FC	Enterococcus hirae	0584A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0586C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0587A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0589A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0589C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0579I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	I	S	R	S	R		4
FC	Enterococcus hirae	0579J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0579K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	I	S	I	S	S		3
FC	Enterococcus hirae	0580I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0580J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	R	S	I	S	S	S	R		3
FC	Enterococcus hirae	0580K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0581I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0581J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	R	R	R	I	S	S	S	I	S	R		4
FC	Enterococcus hirae	0582I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	I	I	S	R		3
FC	Enterococcus hirae	0583J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0587I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	R	R	R	S	S	S	S	I	S	S		3
FC	Enterococcus hirae	0587J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0588I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0590I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0590J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0591K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0594C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0595B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0597B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0598B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	S	S	I	S	S	S	S		0
FC	Enterococcus hirae	0599B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0599C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	I	S	I	S	S		1
FC	Enterococcus hirae	0601C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0602C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	I	S	I	I	S	S	S		0
FC	Enterococcus hirae	0604B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0605B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0605C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	I	S	S	S		1
FC	Enterococcus hirae	0606C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0608C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0610A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	I	S	I	S	S	S	S		1
FC	Enterococcus hirae	0610B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	R	S	S	S	S		2
FC	Enterococcus hirae	0611B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	S	S	I	S	S	S	S		0
FC	Enterococcus hirae	0593I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0593J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0595K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	R	S	S	S	R		4
FC	Enterococcus hirae	0597I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0598J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0598K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	R		3
FC	Enterococcus hirae	0599I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0599J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0599K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	I	S	I	S	I	S	R		2
FC	Enterococcus hirae	0603K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0605J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0605K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	I	S	R	I	I	S	R		4
FC	Enterococcus hirae	0606K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0607K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0608I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0608K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0610I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0610K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0611I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0611J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0614A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	I	S	I	S	S		0
FC	Enterococcus hirae	0614B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0615B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0617B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0620B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0620C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0621A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0623A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0624B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	I	R	S	S	S	S	S	S		1
FC	Enterococcus hirae	0624C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	I	R	S	S	S	S	S	S		1
FC	Enterococcus hirae	0625C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	S	S	I	S	I	S	R		2
FC	Enterococcus hirae	0627A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0627C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	R	S	I	S	S	S	S		2
FC	Enterococcus hirae	0614J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0614K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0615I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	I	S	S	S	S	I	S	S		0
FC	Enterococcus hirae	0617J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	R	S	S	S	I	S	S		2
FC	Enterococcus hirae	0618I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0621K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	R	S	S		3
FC	Enterococcus hirae	0624K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0626K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0635A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	I	S	S	S	S		2
FC	Enterococcus hirae	0638C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0639A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	R	R	S	S	S	I	S	S	I	S	S	S		2
FC	Enterococcus hirae	0639C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0640C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	R	S	S	S	S	S	S		2
FC	Enterococcus hirae	0641A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0642B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	I	S	S	S	S	I	S	S		0
FC	Enterococcus hirae	0644C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0646B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0647B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0630J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	R	S	S	S	S		3
FC	Enterococcus hirae	0631J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0633J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0634K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0639I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0641I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0642J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0643K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0644I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	I	S	S	S	S	S	R		2
FC	Enterococcus hirae	0645K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0647K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0648B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0649A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0649B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0649C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0650B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0651C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0652B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0652C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0653A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0654A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	I	S	S	S	S		0
FC	Enterococcus hirae	0655A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	S	S	S	S		2
FC	Enterococcus hirae	0658B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0658C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0659C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0660B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	I	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0663B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0663C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0664C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0649I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0649J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0649K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0650I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0651I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0652K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0653I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0654K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	S	S	R	S	S		4
