Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13725732,2021-02-16 20:43:27,2021-02-16 20:41:20,693439,354287709,693439,510,222,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/013404/SRR13725732,SRX10113699,ES-C-ST001-17FEB15-0065M,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258321,SAMN13999922,simple,1351,Enterococcus faecalis,ES-C-ST001-17FEB15-0065M,,,,,,,no,,,,,NML,SRA1196964,,public,44C2AB5DAA415D754528A92BE9696182,1490AB331509DA9A1053348886BEA005
SRR13725717,2021-02-16 20:43:27,2021-02-16 20:39:51,570344,306597386,570344,537,190,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/013404/SRR13725717,SRX10113714,ES-C-ST001-20OCT14-0053M,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258350,SAMN13999897,simple,1351,Enterococcus faecalis,ES-C-ST001-20OCT14-0053M,,,,,,,no,,,,,NML,SRA1196964,,public,1568D84FF95488650B50D7F51099C718,C775D17C1DB1328911E5F09922DA6026
SRR13725693,2021-02-16 20:43:27,2021-02-16 20:38:24,421170,227172789,421170,539,156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/013403/SRR13725693,SRX10113738,ES-C-ST001-25AUG14-0039B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258340,SAMN13999935,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG14-0039B,,,,,,,no,,,,,NML,SRA1196964,,public,FC3D261ACD45DE7FAFE64EE272B48A62,FEF6BDA7134936E521A4A99FA7554EE0
SRR13725696,2021-02-16 20:43:27,2021-02-16 20:38:52,514075,286512931,514075,557,206,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/013404/SRR13725696,SRX10113735,ES-C-ST001-25AUG14-0039C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258385,SAMN13999936,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG14-0039C,,,,,,,no,,,,,NML,SRA1196964,,public,8ECD847427DDE815BFD17A8D07CEAD61,2B50B2CF0A45045193BAF1BDD9AAAA7C
SRR13725730,2021-02-16 20:43:27,2021-02-16 20:40:00,657015,366476595,657015,557,256,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/013404/SRR13725730,SRX10113701,ES-C-ST001-25AUG14-0039J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258373,SAMN13999937,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG14-0039J,,,,,,,no,,,,,NML,SRA1196964,,public,4140D199E7D4787CB6C8017610A826F3,6250AA6837BE0216AFC50D47F943D117
SRR13725711,2021-02-16 20:43:27,2021-02-16 20:39:49,594938,329646705,594938,554,230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/013404/SRR13725711,SRX10113720,ES-C-ST001-25AUG14-0039K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258379,SAMN13999938,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG14-0039K,,,,,,,no,,,,,NML,SRA1196964,,public,5D61E845E3D6077DA90C45E6E1C7A3C5,F944FDE1693312C1D87702025FCE2032
SRR13725704,2021-02-16 20:43:27,2021-02-16 20:39:21,876709,436936713,876709,498,276,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/013404/SRR13725704,SRX10113727,ES-C-ST001-25AUG15-0117K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258339,SAMN13999885,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG15-0117K,,,,,,,no,,,,,NML,SRA1196964,,public,0B0FA0BD49313FB85BE4E66D9E5A9C5D,7AD950024BCC0695C6B8C207CCDF0B2A
SRR13725700,2021-02-16 20:43:27,2021-02-16 20:39:01,920991,452069187,920991,490,281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/013404/SRR13725700,SRX10113731,ES-C-ST001-25AUG15-0117L,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258416,SAMN13999886,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG15-0117L,,,,,,,no,,,,,NML,SRA1196964,,public,255E2B93CFF32782227A143E6A948832,6F41951BC17640D05886AB2FF0CBBE4C
SRR13712502,2021-02-15 15:50:16,2021-02-15 15:46:52,920991,452069187,920991,490,281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/013391/SRR13712502,SRX10101374,ES-C-ST001-25AUG15-0117L,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258416,SAMN13999886,simple,1351,Enterococcus faecalis,ES-C-ST001-25AUG15-0117L,,,,,,,no,,,,,NML,SRA1196426,,public,255E2B93CFF32782227A143E6A948832,6F41951BC17640D05886AB2FF0CBBE4C
SRR13725719,2021-02-16 20:43:27,2021-02-16 20:39:34,401729,141349985,401729,351,92,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/013404/SRR13725719,SRX10113712,ES-C-ST001-27APR15-0081A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258318,SAMN13999840,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081A,,,,,,,no,,,,,NML,SRA1196964,,public,7F8D72FF6147E32521E058FABB76EC8A,193C8055B77CDFBDB2CB3E071ED6FCB1
SRR13712492,2021-02-15 15:49:14,2021-02-15 15:45:26,558066,270344444,558066,484,175,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013391/SRR13712492,SRX10101384,ES-C-ST001-27APR15-0081C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258426,SAMN13999845,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081C,,,,,,,no,,,,,NML,SRA1196426,,public,09B57995D74419110C5BDE4E1BAD9C08,2D9E3B4767E393A6604908EAB14D2283
SRR13725736,2021-02-16 20:43:27,2021-02-16 20:39:49,558066,270344444,558066,484,175,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/013404/SRR13725736,SRX10113695,ES-C-ST001-27APR15-0081C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258426,SAMN13999845,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081C,,,,,,,no,,,,,NML,SRA1196964,,public,09B57995D74419110C5BDE4E1BAD9C08,2D9E3B4767E393A6604908EAB14D2283
SRR13712494,2021-02-15 15:50:16,2021-02-15 15:45:55,541874,281449638,541874,519,183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/013391/SRR13712494,SRX10101382,ES-C-ST001-27APR15-0081I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258424,SAMN13999846,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081I,,,,,,,no,,,,,NML,SRA1196426,,public,C0C62845A0C40FE4C4FACCBC08D4F78B,4C954A222BDEF8305DC36AC779B103DF
SRR13725702,2021-02-16 20:43:27,2021-02-16 20:38:51,541874,281449638,541874,519,183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/013404/SRR13725702,SRX10113729,ES-C-ST001-27APR15-0081I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258424,SAMN13999846,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081I,,,,,,,no,,,,,NML,SRA1196964,,public,C0C62845A0C40FE4C4FACCBC08D4F78B,4C954A222BDEF8305DC36AC779B103DF
SRR13725706,2021-02-16 20:43:27,2021-02-16 20:38:26,424025,216696016,424025,511,140,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/013404/SRR13725706,SRX10113725,ES-C-ST001-27APR15-0081J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258367,SAMN13999847,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081J,,,,,,,no,,,,,NML,SRA1196964,,public,B04F046C18704ACFD8B7BA1C857321E1,A2D2FD3ECF0380E51A8E4C77EDD83F4F
SRR13725694,2021-02-16 20:43:27,2021-02-16 20:38:26,440218,221934181,440218,504,145,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013403/SRR13725694,SRX10113737,ES-C-ST001-27APR15-0081K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258423,SAMN13999848,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081K,,,,,,,no,,,,,NML,SRA1196964,,public,4CB813234A3F2137194F34130CF9BD1F,D507BF724F1D1286AC78DA2AEB493FE8
SRR13712495,2021-02-15 15:49:14,2021-02-15 15:45:46,440218,221934181,440218,504,145,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013391/SRR13712495,SRX10101381,ES-C-ST001-27APR15-0081K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258423,SAMN13999848,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081K,,,,,,,no,,,,,NML,SRA1196426,,public,4CB813234A3F2137194F34130CF9BD1F,D507BF724F1D1286AC78DA2AEB493FE8
SRR13712503,2021-02-15 15:49:14,2021-02-15 15:45:55,552026,266144738,552026,482,172,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/013391/SRR13712503,SRX10101373,ES-C-ST001-27APR15-0081M,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258415,SAMN13999849,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081M,,,,,,,no,,,,,NML,SRA1196426,,public,7DF2C2A7041673E780A214582F685FC7,C93DF13161F099D86659DC25B486BEAF
SRR13725690,2021-02-16 20:43:27,2021-02-16 20:38:25,552026,266144738,552026,482,172,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013403/SRR13725690,SRX10113741,ES-C-ST001-27APR15-0081M,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258415,SAMN13999849,simple,1351,Enterococcus faecalis,ES-C-ST001-27APR15-0081M,,,,,,,no,,,,,NML,SRA1196964,,public,7DF2C2A7041673E780A214582F685FC7,C93DF13161F099D86659DC25B486BEAF
SRR13712497,2021-02-15 15:49:14,2021-02-15 15:45:02,461141,233399324,461141,506,165,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/013391/SRR13712497,SRX10101379,ES-C-ST002-01FEB16-0146A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258421,SAMN13999878,simple,1351,Enterococcus faecalis,ES-C-ST002-01FEB16-0146A,,,,,,,no,,,,,NML,SRA1196426,,public,552FF0658BF9CD93E7472BD9C65DE242,597195AA65202DA518E9812087ACFDD8
SRR13725733,2021-02-16 20:43:27,2021-02-16 20:39:46,461141,233399324,461141,506,165,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013404/SRR13725733,SRX10113698,ES-C-ST002-01FEB16-0146A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258421,SAMN13999878,simple,1351,Enterococcus faecalis,ES-C-ST002-01FEB16-0146A,,,,,,,no,,,,,NML,SRA1196964,,public,552FF0658BF9CD93E7472BD9C65DE242,597195AA65202DA518E9812087ACFDD8
SRR13725687,2021-02-16 20:43:27,2021-02-16 20:38:30,424325,215880963,424325,508,138,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/013403/SRR13725687,SRX10113744,ES-C-ST002-07DEC15-0142J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258354,SAMN13999843,simple,1351,Enterococcus faecalis,ES-C-ST002-07DEC15-0142J,,,,,,,no,,,,,NML,SRA1196964,,public,016149E9C0BA8B9D851AB34E6B546EA0,BAD4CD323D0E4393FB66D4B63B402E95
SRR13725709,2021-02-16 20:43:27,2021-02-16 20:39:24,632402,352589780,632402,557,243,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/013404/SRR13725709,SRX10113722,ES-C-ST002-25AUG14-0040A,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258390,SAMN13999939,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040A,,,,,,,no,,,,,NML,SRA1196964,,public,2BD80319D55E0A0D483D531DFAB18A06,BA3D6CA341451C99A9D0FC2A3772485B
SRR13725689,2021-02-16 20:43:27,2021-02-16 20:40:27,713879,395070883,713879,553,273,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/013403/SRR13725689,SRX10113742,ES-C-ST002-25AUG14-0040C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258411,SAMN13999940,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040C,,,,,,,no,,,,,NML,SRA1196964,,public,66B29E6FA5F6F365112E6E5AAF8A24C7,A44CE50480E9D4E1353C83ECAFEAC13F
SRR13712507,2021-02-15 16:27:46,2021-02-15 15:46:50,713879,395070883,713879,553,273,,https://sra-download.ncbi.nlm.nih.gov/traces/sra80/SRR/013391/SRR13712507,SRX10101369,ES-C-ST002-25AUG14-0040C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258411,SAMN13999940,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040C,,,,,,,no,,,,,NML,SRA1196426,,public,66B29E6FA5F6F365112E6E5AAF8A24C7,A44CE50480E9D4E1353C83ECAFEAC13F
SRR13712522,2021-02-15 15:50:16,2021-02-15 15:46:38,597694,337331054,597694,564,234,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/013391/SRR13712522,SRX10101354,ES-C-ST002-25AUG14-0040D,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258396,SAMN13999941,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040D,,,,,,,no,,,,,NML,SRA1196426,,public,9AF4056234221539EFBDF0C533BA3697,56F18245054E59A4C0F9AD9425805BFA
SRR13725729,2021-02-16 20:43:27,2021-02-16 20:39:56,597694,337331054,597694,564,234,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/013404/SRR13725729,SRX10113702,ES-C-ST002-25AUG14-0040D,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258396,SAMN13999941,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040D,,,,,,,no,,,,,NML,SRA1196964,,public,9AF4056234221539EFBDF0C533BA3697,56F18245054E59A4C0F9AD9425805BFA
SRR13712512,2021-02-15 15:49:13,2021-02-15 15:45:22,399920,223967439,399920,560,160,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/013391/SRR13712512,SRX10101364,ES-C-ST002-25AUG14-0040E,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258406,SAMN13999942,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040E,,,,,,,no,,,,,NML,SRA1196426,,public,22BD94852069CBB9A41C7B57772BF89D,7A809C87C199639BFFD190440FF10137
SRR13725692,2021-02-16 20:43:27,2021-02-16 20:38:23,399920,223967439,399920,560,160,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013403/SRR13725692,SRX10113739,ES-C-ST002-25AUG14-0040E,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258406,SAMN13999942,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040E,,,,,,,no,,,,,NML,SRA1196964,,public,22BD94852069CBB9A41C7B57772BF89D,7A809C87C199639BFFD190440FF10137
SRR13725716,2021-02-16 20:43:27,2021-02-16 20:39:41,524890,292997876,524890,558,203,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/013404/SRR13725716,SRX10113715,ES-C-ST002-25AUG14-0040I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258409,SAMN13999943,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040I,,,,,,,no,,,,,NML,SRA1196964,,public,99BCAE791640157CB81755418DBCD9D4,06EBF493172550CEF71604E0F1A833F9
SRR13712509,2021-02-15 15:49:14,2021-02-15 15:45:48,524890,292997876,524890,558,203,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013391/SRR13712509,SRX10101367,ES-C-ST002-25AUG14-0040I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258409,SAMN13999943,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040I,,,,,,,no,,,,,NML,SRA1196426,,public,99BCAE791640157CB81755418DBCD9D4,06EBF493172550CEF71604E0F1A833F9
SRR13712518,2021-02-15 15:50:16,2021-02-15 15:46:47,714688,392862349,714688,549,273,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/013391/SRR13712518,SRX10101358,ES-C-ST002-25AUG14-0040K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258400,SAMN13999944,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040K,,,,,,,no,,,,,NML,SRA1196426,,public,31B3C4C70831348CB6EC20C807F82650,F2B00AEF3F9ABFE1EC3794F16E6F3008
SRR13725721,2021-02-16 20:43:27,2021-02-16 20:40:30,714688,392862349,714688,549,273,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/013404/SRR13725721,SRX10113710,ES-C-ST002-25AUG14-0040K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258400,SAMN13999944,simple,1351,Enterococcus faecalis,ES-C-ST002-25AUG14-0040K,,,,,,,no,,,,,NML,SRA1196964,,public,31B3C4C70831348CB6EC20C807F82650,F2B00AEF3F9ABFE1EC3794F16E6F3008
SRR13712504,2021-02-15 15:49:14,2021-02-15 15:45:48,594337,286311848,594337,481,183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/013391/SRR13712504,SRX10101372,ES-C-ST002-27APR15-0082B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258414,SAMN13999850,simple,1351,Enterococcus faecalis,ES-C-ST002-27APR15-0082B,,,,,,,no,,,,,NML,SRA1196426,,public,EB159A646B2C3F2241D77C1C30BC30E2,15F2BAC973DC1CEFDCA5FCB9CC95621B
SRR13725708,2021-02-16 20:43:27,2021-02-16 20:38:52,594337,286311848,594337,481,183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/013404/SRR13725708,SRX10113723,ES-C-ST002-27APR15-0082B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258414,SAMN13999850,simple,1351,Enterococcus faecalis,ES-C-ST002-27APR15-0082B,,,,,,,no,,,,,NML,SRA1196964,,public,EB159A646B2C3F2241D77C1C30BC30E2,15F2BAC973DC1CEFDCA5FCB9CC95621B
SRR13725688,2021-02-16 20:43:27,2021-02-16 20:38:30,475363,236344415,475363,497,153,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/013403/SRR13725688,SRX10113743,ES-C-ST002-27APR15-0082C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258392,SAMN13999851,simple,1351,Enterococcus faecalis,ES-C-ST002-27APR15-0082C,,,,,,,no,,,,,NML,SRA1196964,,public,49A559DE298DCAE97F609C04F0646D4F,C27DF0DDBB2ADD617BF39015A3C4F0BF
SRR13712526,2021-02-15 15:50:16,2021-02-15 15:46:12,475363,236344415,475363,497,153,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013391/SRR13712526,SRX10101350,ES-C-ST002-27APR15-0082C,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258392,SAMN13999851,simple,1351,Enterococcus faecalis,ES-C-ST002-27APR15-0082C,,,,,,,no,,,,,NML,SRA1196426,,public,49A559DE298DCAE97F609C04F0646D4F,C27DF0DDBB2ADD617BF39015A3C4F0BF
SRR13712519,2021-02-15 15:50:16,2021-02-15 15:46:56,1031753,531511592,1031753,515,328,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/013391/SRR13712519,SRX10101357,ES-M-ST001-03FEB15-0063I,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258399,SAMN13999913,simple,1351,Enterococcus faecalis,ES-M-ST001-03FEB15-0063I,,,,,,,no,,,,,NML,SRA1196426,,public,ECA48735EE47D6ED1804E689109E53A7,D24F0AE787D2B858D91438A4654F8BF0
SRR13712523,2021-02-15 15:49:13,2021-02-15 15:45:53,673088,353969711,673088,525,219,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/013391/SRR13712523,SRX10101353,ES-M-ST001-03FEB15-0063K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258395,SAMN13999915,simple,1351,Enterococcus faecalis,ES-M-ST001-03FEB15-0063K,,,,,,,no,,,,,NML,SRA1196426,,public,DB396923A78BE3B9F889213ED68C7463,E5DECC51143A352094DA32E8F5432F48
SRR13712501,2021-02-15 15:50:16,2021-02-15 15:46:17,427164,236181601,427164,552,167,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/013391/SRR13712501,SRX10101375,ES-M-ST001-03MAR15-0067J,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258417,SAMN13999926,simple,1351,Enterococcus faecalis,ES-M-ST001-03MAR15-0067J,,,,,,,no,,,,,NML,SRA1196426,,public,361B606755B79D983D1A098A84E7E040,08ABC7876DC796CF3B1C3E75983FE6ED
SRR13712498,2021-02-15 15:49:14,2021-02-15 15:44:55,305847,155471970,305847,508,105,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/013391/SRR13712498,SRX10101378,ES-M-ST001-03MAY16-0152K,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258420,SAMN13999862,simple,1351,Enterococcus faecalis,ES-M-ST001-03MAY16-0152K,,,,,,,no,,,,,NML,SRA1196426,,public,39CC247453A0A90E8A99E7A7A98CF0CB,CCD826F9E2ED37452ECB1D14BF317EA9
SRR13712517,2021-02-15 15:50:16,2021-02-15 15:45:46,417342,208823417,417342,500,137,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013391/SRR13712517,SRX10101359,ES-M-ST001-03NOV15-0137B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258401,SAMN13999894,simple,1351,Enterococcus faecalis,ES-M-ST001-03NOV15-0137B,,,,,,,no,,,,,NML,SRA1196426,,public,DDA04445C2FC3BB63F13CA43AEC23B9A,0716AC8CC8A2656A832EA390A5CE6595
SRR13726558,2021-02-16 22:02:04,2021-02-16 21:28:55,417342,208823417,417342,500,137,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/013404/SRR13726558,SRX10114516,ES-M-ST001-03NOV15-0137B,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258401,SAMN13999894,simple,1351,Enterococcus faecalis,ES-M-ST001-03NOV15-0137B,,,,,,,no,,,,,NML,SRA1196970,,public,DDA04445C2FC3BB63F13CA43AEC23B9A,0716AC8CC8A2656A832EA390A5CE6595
SRR13712516,2021-02-15 15:49:13,2021-02-15 15:45:43,523995,250605563,523995,478,161,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/013391/SRR13712516,SRX10101360,ES-M-ST001-03NOV15-0137D,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258402,SAMN13999895,simple,1351,Enterococcus faecalis,ES-M-ST001-03NOV15-0137D,,,,,,,no,,,,,NML,SRA1196426,,public,93A966AC71261943B50D5F221F0E66C7,0D304E662FBFAA561EF4C900B62B91CE
SRR13726551,2021-02-16 22:02:04,2021-02-16 21:28:58,230915,126020939,230915,545,94,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013404/SRR13726551,SRX10114523,ES-M-ST001-03NOV15-0137L,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8258366,SAMN13999866,simple,1351,Enterococcus faecalis,ES-M-ST001-03NOV15-0137L,,,,,,,no,,,,,NML,SRA1196970,,public,EE3E28C4809AFBA6B18C86EF0ED32622,FE20898C4489EC98FC10C189B84D7AD6
